SampleName,site,In,Out,middate,dxs,dD,unc,dO,unc,amount [mL],SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
TA3455SW,CA67,38412,38419,38415.5,15.36451913,-69.4276342,1.288317896,-10.59901917,0.232933467,321.1,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.182,1.006666667,-2.726,-2.84,-0.81,-2.125333333
TA3455SW,CA67,38412.70139,38419.66667,38416.18403,15.36451913,-69.4276342,1.288317896,-10.59901917,0.232933467,321.1,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.035,0.957666667,-2.726,-2.84,-1.26,-2.275333333
TA4416SW,CA67,38433,38440,38436.5,14.76338973,-51.10377107,0.664567529,-8.2333951,0.236433923,424.4,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333
TA4416SW,CA67,38433.77083,38440.77778,38437.27431,14.76338973,-51.10377107,0.664567529,-8.2333951,0.236433923,424.4,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333
TA5640SW,CA67,38468,38475,38471.5,15.0166332,-63.42621453,1.679195939,-9.805355967,0.383276662,338.4,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.242,0.678333333,-1.836,-0.094,-2.393,-1.441
TA5640SW,CA67,38468.69792,38475.68056,38472.18924,15.0166332,-63.42621453,1.679195939,-9.805355967,0.383276662,338.4,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667
TA8864SW,CA67,38552,38559,38555.5,12.24336567,-95.46347433,1.020340139,-13.463355,0.332161105,4533.1,0.06,0.06,0.06,0.06,-1.385,0.552,0.158,-0.225,0.191,-1.845,-0.541,-0.731666667
TA8864SW,CA67,38552.68056,38559.68403,38556.18229,12.24336567,-95.46347433,1.020340139,-13.463355,0.332161105,4533.1,0.06,0.06,0.06,0.06,-1.385,0.552,0.444,-0.129666667,0.191,-1.845,-0.787,-0.813666667
TA9418SW,CA67,38566,38573,38569.5,11.05308647,-45.5653594,1.329015425,-7.077305733,0.350695024,3199.9,-0.97,-0.97,-0.97,-0.97,1.195,0.884,0.675,0.918,-0.029,-1.691,-0.952,-0.890666667
TA9418SW,CA67,38566.79514,38573.58333,38570.18924,11.05308647,-45.5653594,1.329015425,-7.077305733,0.350695024,3199.9,-0.97,-0.97,-0.97,-0.97,1.195,0.884,1.127,1.068666667,-0.029,-1.691,-1.187,-0.969
TA9983SW,CA67,38573,38580,38576.5,13.998788,-49.15334987,0.841847967,-7.894017233,0.324744515,1802.7,-0.97,-0.97,-0.97,-0.97,0.884,1.342,1.469,1.231666667,-1.691,-0.218,-0.996,-0.968333333
TA9983SW,CA67,38573.58333,38580.66667,38577.125,13.998788,-49.15334987,0.841847967,-7.894017233,0.324744515,1802.7,-0.97,-0.97,-0.97,-0.97,0.884,1.342,1.573,1.266333333,-1.691,-0.218,-1.262,-1.057
TB2178SW,CA67,38636,38643,38639.5,22.960388,-47.67944107,1.042889735,-8.829978633,0.220791757,4990.2,1.12,1.12,1.12,1.12,1.39,-0.272,-0.151,0.322333333,0.206,-1.894,-0.635,-0.774333333
TB2178SW,CA67,38636.6875,38643.71181,38640.19965,22.960388,-47.67944107,1.042889735,-8.829978633,0.220791757,4990.2,1.12,1.12,1.12,1.12,1.39,-0.272,-0.511,0.202333333,0.206,-1.894,-1.379,-1.022333333
TB4880SW,CA67,38713,38720,38716.5,14.02380513,-37.26079647,0.909348668,-6.4105752,0.233480192,811.1,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB6967SW,CA67,38769,38776,38772.5,14.4842762,-96.00172113,1.00305284,-13.81074967,0.26468094,1785.4,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7870SW,CA67,38790,38797,38793.5,2.633516267,-43.8917784,0.956945139,-5.815661833,0.305273648,340.7,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TC2639SW,CA67,38916,38923,38919.5,-6.220043733,0.830936,1.13184893,0.881372467,0.320820822,204.4,-0.9,-0.9,-0.9,-0.9,0.156,0.145,-0.747,-0.148666667,-0.269,-0.196,-0.032,-0.165666667
TC8015SW,CA67,39056,39063,39059.5,6.617736933,-52.1198164,1.536296195,-7.342194167,0.33712164,134.7,-0.39,-0.39,-0.39,-0.39,1.058,0.887,1.633,1.192666667,1.284,3.538,1.342,2.054666667
TC9238SW,CA67,39091.625,39098.5,39095.0625,33.95487263,-16.3969727,1.043825177,-6.293980667,0.231767125,207,-0.83,-0.83,-0.83,-0.83,0.01,0.308,-0.114,0.068,2.605,1.686,2.762,2.351
TD0103SW,CA67,39112.55208,39119.49306,39116.02257,19.33923803,-71.29482597,4.48235,-11.329258,3.083348,140.8,-0.83,-0.38,-0.38,-0.53,1.293,0.705,0.92,0.972666667,0.587,-1.68,-1.621,-0.904666667
TD8112SW,CA67,39322.61806,39329.66667,39326.14236,7.629907833,-38.33069163,1.236350274,-5.745074933,0.209325106,2307.3,0.01,0.12,0.12,0.083333333,1.288,0.524,0.726,0.846,-0.131,0.377,0.694,0.313333333
TE1634SW,CA67,39413.75,39420.74306,39417.24653,20.74031853,-104.2680847,1.07300466,-15.6260504,0.224310053,3848,0.82,1.49,1.49,1.266666667,-0.192,1.136,-0.194,0.25,-0.215,0.015,-1.348,-0.516
TE1956SW,CA67,39420.74306,39427.70833,39424.22569,20.50268057,-43.4397077,0.888702425,-7.992798533,0.214990697,918.3,1.49,1.49,1.49,1.49,1.136,-0.067,-0.197,0.290666667,0.015,0.342,1.827,0.728
TE3068SW,CA67,39449,39456,39452.5,9.5082561,-71.2596999,0.93160292,-10.0959945,0.265250825,1872.1,1.54,1.54,1.54,1.54,0.456,-0.442,-0.739,-0.241666667,-2.468,-0.834,-0.333,-1.211666667
TE3781SW,CA67,39469,39476,39472.5,#N/A,#N/A,4.48235,#N/A,3.083348,3977.5,1.54,1.54,1.54,1.54,-0.219,-1.068,-0.807,-0.698,3.387,1.995,4.458,3.28
TE4800SW,CA67,39497,39504,39500.5,#N/A,#N/A,4.48235,#N/A,3.083348,1075.3,2.05,2.05,2.05,2.05,1.568,0.718,0.652,0.979333333,0.737,1.7,4.59,2.342333333
TF5275SW,CA67,39777,39784,39780.5,6.8177168,-103.8073032,0.959482152,-13.8281275,0.390699373,-9.9,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.373,-1.196333333
TF5838SW,CA67,39791,39798,39794.5,15.61203993,-81.3984574,0.884604997,-12.12631217,0.179209375,1995.7,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448
TF5949SW,CA67,39798,39805,39801.5,12.3033514,-122.7574446,1.054485657,-16.8825995,0.239175668,2043.8,1.43,1.43,1.43,1.43,-1.229,-0.967,-1.139,-1.111666667,2.21,1.696,2.318,2.074666667
TF7808SW,CA67,39847.67708,39854.78125,39851.22917,14.9555611,-60.1192429,0.866185315,-9.3843505,0.182726572,1750.1,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667
TF8075SW,CA67,39854.78125,39861.45833,39858.11979,17.84647213,-49.7707292,0.807317781,-8.452150167,0.280547679,958.4,1.37,1.37,1.37,1.37,-0.723,0.121,-0.504,-0.368666667,-1.023,-0.22,-2.436,-1.226333333
TG8604SW,CA67,40141.5,40148.52083,40145.01042,#N/A,#N/A,4.48235,#N/A,3.083348,266.5,-0.67,-0.95,-0.67,-0.763333333,0.977,1.137,0.753,0.955666667,0.383,-0.227,0.055,0.070333333
TG8749SW,CA67,40148.52083,40155.51042,40152.01563,#N/A,#N/A,4.48235,#N/A,3.083348,2456.6,-0.95,-0.95,-0.95,-0.95,1.137,-0.286,0.722,0.524333333,-0.227,-0.833,-1.647,-0.902333333
TG9031SW,CA67,40155.51042,40162.625,40159.06771,#N/A,#N/A,4.48235,#N/A,3.083348,166,-0.95,-0.95,-0.95,-0.95,-0.286,-0.224,-0.829,-0.446333333,-0.833,-3.89,-3.767,-2.83
TH6855SW,CA67,40372,40379,40375.5,-1.7240736,-49.31025813,1.077693834,-5.948273067,0.29331553,330.7,1.95,1.95,1.95,1.95,-0.044,0.482,0.07,0.169333333,0.239,0.7,0.292,0.410333333
TH8383SW,CA67,40414,40421,40417.5,-1.517092067,-64.9364566,1.413260769,-7.927420567,0.2987591,256.2,1.77,1.77,1.77,1.77,2.002,0.889,1.012,1.301,0.436,0.68,0.528,0.548
TI0209SW,CA67,40463,40470,40466.5,20.96122887,-15.7515026,0.953281176,-4.589091433,0.326111944,101.9,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.478666667,-0.733,-1.132,-0.022,-0.629
TI0443SW,CA67,40470,40477,40473.5,19.75760707,-15.28495773,1.216390151,-4.3803206,0.343399185,97.7,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.582,-1.132,-0.088,-2.17,-1.13
TI1610SW,CA67,40498,40505,40501.5,18.81290093,-47.72767107,1.063354597,-8.3175715,0.348663161,321.4,1.62,1.62,1.62,1.62,-1.239,-1.875,-1.813,-1.642333333,1.719,-2.408,-1.688,-0.792333333
TI2415SW,CA67,40526,40533,40529.5,10.10240647,-54.6210242,1.409014549,-8.090428833,0.404398318,4309.6,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.549,-3.642333333
TI2635SW,CA67,40533,40540,40536.5,15.53902213,-78.94277013,1.082225485,-11.81022403,0.370129707,1046.3,2.9,2.9,2.9,2.9,-2.131,-0.1,-1.004,-1.078333333,-4.23,-2.776,-3.862,-3.622666667
TI4618SW,CA67,40589,40596,40592.5,18.86987747,-76.8946028,0.886831438,-11.97056003,0.260528309,4495.4,2.12,2.12,2.12,2.12,-1.404,-1.332,-1.44,-1.392,-0.007,0.759,-0.205,0.182333333
TI4830SW,CA67,40596,40603,40599.5,18.83531467,-89.35787787,1.28250731,-13.52414907,0.332798738,1015.7,2.12,2.09,2.12,2.11,-1.332,-0.712,-1.323,-1.122333333,0.759,0.456,3.666,1.627
TI5591SW,CA67,40617,40624,40620.5,16.212149,-92.296371,1.027962548,-13.563565,0.216896289,550.6,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.623333333,1.799,1.986,0.856,1.547
TI5950SW,CA67,40624.60417,40631.61458,40628.10938,7.222348733,-33.31172407,1.216912076,-5.0667591,0.225275387,78.4,2.09,2.09,2.09,2.09,0.434,0.941,0.386,0.587,1.986,1.456,1.778,1.74
TI6375SW,CA67,40638.73958,40645.38542,40642.0625,-11.4686566,-72.01533447,1.09648347,-7.568334733,0.347115255,45.4,3.02,3.02,3.02,3.02,-0.541,-0.952,-0.515,-0.669333333,4.106,3.438,3.144,3.562666667
TI9657SW,CA67,40729,40736,40732.5,7.6727266,-61.94362433,1.156391802,-8.702043867,0.239518267,196,1.11,1.11,1.11,1.11,-0.011,-0.342,-0.901,-0.418,-1.844,-0.297,-2.17,-1.437
TJ0675SW,CA67,40750,40757,40753.5,1.5571162,-49.60188887,1.195920566,-6.394875633,0.337521851,130,1.11,0.07,1.11,0.763333333,-1.424,-1.42,-0.585,-1.143,0.244,-1.41,-0.28,-0.482
TJ3928SW,CA67,40848,40855,40851.5,18.54731787,-38.3356824,0.919119688,-7.110375033,0.279094966,315.5,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ5197SW,CA67,40883.47222,40891.69792,40887.58507,17.08658733,-101.6861089,1.389207328,-14.84658703,0.395599545,197.1,2.45,2.45,2.45,2.45,-0.354,0.176,0.117,-0.020333333,3.729,1.083,1.408,2.073333333
TJ5368SW,CA67,40891.44792,40897.40625,40894.42708,19.5597382,-34.00430687,1.587589683,-6.695505633,0.308139579,132.6,2.45,2.45,2.45,2.45,0.176,0.394,0.437,0.335666667,1.083,0.853,-0.018,0.639333333
TJ6812SW,CA67,40925,40932,40928.5,13.03152267,-30.80279947,0.854300298,-5.479290267,0.312187444,192,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333
TJ7682SW,CA67,40953,40960,40956.5,15.46481153,-115.9824455,1.104035326,-16.43090713,0.394451518,1219.6,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8698SW,CA67,40981,40988,40984.5,14.24353293,-61.1368972,1.016071356,-9.422553767,0.372861905,1486.3,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ8964SW,CA67,40988,40995,40991.5,19.8211284,-52.66256467,0.925121614,-9.060461633,0.343502547,219.6,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9725SW,CA67,41009,41016,41012.5,16.8876786,-63.89340247,1.201984193,-10.09763513,0.335359509,1105,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK3204SW,CA67,41100.54583,41107.37986,41103.96285,6.460519133,-33.7181422,0.931034908,-5.022332667,0.226099536,586,-0.15,-0.15,-0.15,-0.15,0.193,-1.158,-0.239,-0.401333333,0.026,1.047,0.475,0.516
TK4215SW,CA67,41128.60208,41136.64583,41132.62396,1.788507667,-0.013732067,1.253702118,-0.225279967,0.452594741,1026.1,-0.74,-0.74,-0.74,-0.74,-1.651,0.331,-0.75,-0.69,1.447,-1.264,0.343,0.175333333
TK4479SW,CA67,41136.64583,41142.59861,41139.62222,13.83731047,-41.39957353,1.091813171,-6.9046105,0.273832065,1031.3,-0.74,-0.74,-0.74,-0.74,0.331,0.963,-0.326,0.322666667,-1.264,0.469,-1.41,-0.735
TK5149SW,CA67,41156.69097,41163.38194,41160.03646,9.9098044,-53.9371228,1.108190417,-7.9808659,0.314421691,278.3,0.22,0.22,0.22,0.22,0.03,0.284,-0.449,-0.045,1.645,1.094,0.944,1.227666667
TK8783SW,CA67,41254.49931,41261.40625,41257.95278,19.74272087,-74.11108873,1.290503003,-11.7317262,0.247979838,687.7,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.614,-0.854333333,-2.3,-1.716,-1.162,-1.726
TK9418SW,CA67,41276.69792,41282.40625,41279.55208,20.60420833,-85.58211193,1.222654898,-13.27329003,0.287283832,256.8,-0.1,-0.1,-0.1,-0.1,1.368,0.284,0.989,0.880333333,-0.411,0.657,-0.321,-0.025
TL0290SW,CA67,41296.41389,41303.42639,41299.92014,15.40286887,-94.4551458,0.718235337,-13.73225183,0.248712686,1151.2,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.119,0.159333333,-2.744,0.133,-0.226,-0.945666667
TL1687SW,CA67,41324.39931,41331.48472,41327.94201,16.65601653,-129.2241528,0.987654798,-18.23502117,0.277901062,275.2,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.18,0.390666667,-2.62,-2.445,-2.046,-2.370333333
TL2506SW,CA67,41345.44097,41352.37847,41348.90972,11.17088213,-105.776656,1.032863011,-14.61844227,0.301401725,677.4,1.06,1.06,1.06,1.06,-0.63,-1.135,-0.011,-0.592,-1.634,-5.193,-1.434,-2.753666667
TL4414SW,CA67,41401.38403,41408.38611,41404.88507,2.519873333,-51.5198352,0.814903062,-6.754963567,0.265631323,329.8,0.9,0.9,0.9,0.9,0.678,-0.495,1.047,0.41,1.197,0.173,1.465,0.945
TL8442SW,CA67,41506.43125,41513.39514,41509.91319,17.83812267,-102.8880005,0.815677632,-15.0907654,0.259805697,363.4,-0.23,-0.23,-0.23,-0.23,-0.219,1.026,-0.551,0.085333333,0.505,0.202,0.328,0.345
TM0163SW,CA67,41520.47708,41534.45556,41527.46632,16.8634268,-43.49886467,1.188674051,-7.545286433,0.236858608,771.5,0.41,0.41,0.41,0.41,0.276,0.444,0.656,0.458666667,0.513,-0.553,0.411,0.123666667
TM0254SW,CA67,41548.36736,41564.71806,41556.54271,16.38842833,-62.20406633,1.252264349,-9.824061833,0.20921281,162.1,-0.34,-0.34,-0.34,-0.34,-0.888,-0.382,-0.361,-0.543666667,-0.497,-0.66,0.529,-0.209333333
TM1681SW,CA67,41597.37222,41604.40972,41600.89097,20.73739793,-143.757781,0.801424357,-20.56189737,0.19612751,1060.6,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512
TM5495SW,CA67,41695.59306,41702.36875,41698.9809,21.04865473,-38.14051167,0.752855896,-7.3986458,0.244182309,3538.4,-0.32,-1.7,-0.32,-0.78,0.507,-0.209,-0.396,-0.032666667,-0.784,-0.028,-1.746,-0.852666667
TM7531SW,CA67,41751.65278,41758.4875,41755.07014,19.1140758,-58.02894073,0.80844604,-9.642877067,0.203673759,309.8,0.81,0.81,0.81,0.81,0.788,1.071,0.314,0.724333333,0.264,-1.369,-1.132,-0.745666667
TM9269SW,CA67,41779.65556,41786.35556,41783.00556,6.802829133,-90.169365,1.186671816,-12.12152427,0.270940953,412,0.72,0.72,0.72,0.72,0.106,-1.344,-1.401,-0.879666667,-0.165,-0.91,-0.263,-0.446
TN3045SW,CA67,41891.74097,41898.38542,41895.06319,13.80930053,-46.81477947,4.48235,-7.57801,3.083348,296.4,-0.66,-0.66,-0.66,-0.66,0.298,0.915,0.83,0.681,0.354,-1.924,-0.55,-0.706666667
TN3230SW,CA67,41898.38542,41905.63542,41902.01042,16.00788263,-43.88208217,4.48235,-7.4862456,3.083348,256.7,-0.66,-0.66,-0.66,-0.66,0.915,0.394,1.31,0.873,-1.924,0.475,-0.538,-0.662333333
TN6669SW,CA67,41975.32083,41982.35208,41978.83646,0.365662367,-74.5625483,1.000900095,-9.366026333,0.257351899,971.2,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333
TN6449SW,CA67,41988.68889,41996.56042,41992.62465,14.42286317,-77.9446235,1.257792113,-11.54593583,0.272031248,280.8,-0.66,-0.66,-0.66,-0.66,0.819,0.435,0.911,0.721666667,0.758,0.565,0.685,0.669333333
TN7626SW,CA67,42010.39514,42017.64167,42014.0184,12.52164013,-39.1595332,1.07462412,-6.460146667,0.151049661,616.6,-0.87,-0.87,-0.87,-0.87,-0.016,0.724,0.512,0.406666667,1.247,1.375,2.506,1.709333333
TN7869SW,CA67,42024.47569,42031.66806,42028.07188,13.47749197,-107.1078787,1.159511966,-15.07317133,0.185172892,253,-0.87,-0.87,-0.87,-0.87,0.549,-0.064,0.502,0.329,-1.035,2.188,0.57,0.574333333
TN8681SW,CA67,42031,42038,42034.5,9.751247333,-145.422154,0.870492389,-19.39667517,0.21503023,592,-0.87,-0.04,-0.87,-0.593333333,-0.064,0.171,-0.908,-0.267,2.188,-0.796,0.17,0.520666667
TN8960SW,CA67,42052,42059,42055.5,18.3871368,-50.0110072,0.817223348,-8.549768,0.26723398,1221,-0.04,-0.04,-0.04,-0.04,1.32,-0.119,0.563,0.588,0.492,1.714,1.646,1.284
NU7995SW,CA75,36893,36900,36896.5,8.61944,-135.653528,1.853326873,-18.034121,0.145663997,304.7,0.78,0.78,0.78,0.78,1.106,0.835,1.035,0.992,-2.636,-2.222,-2.517,-2.458333333
NU8024SW,CA75,36900,36907,36903.5,12.66464,-123.307256,0.572049386,-16.996487,0.018384776,3541.8,0.78,0.78,0.78,0.78,0.835,1.062,0.91,0.935666667,-2.222,0.299,-1.298,-1.073666667
NU8623SW,CA75,36914,36921,36917.5,17.17148,-89.705324,0.713470742,-13.3596005,0.033234019,3079.7,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113
NU9092SW,CA75,36928,36935,36931.5,19.720108,-72.778644, ,-11.562344,0.096166522,3554.6,1,1,1,1,-0.219,0.269,-0.821,-0.257,-1.782,2.884,0.517,0.539666667
NU9521SW,CA75,36935,36942,36938.5,15.930796,-95.022132,0.630032142,-13.869116,0.121622366,3203.3,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9516SW,CA75,36942,36949,36945.5,7.31652,-143.6866,1.803829399,-18.87539,0.108187338,2637.8,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9972SW,CA75,36949,36956,36952.5,5.731164,-105.07294,0.680236723,-13.850513,0.140007143,1626.3,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333
NU9920SW,CA75,36956,36963,36959.5,11.23966,-82.978836,0.442648845,-11.777312,0.026162951,745.3,0.46,0.46,0.46,0.46,1.179,-0.166,0.653,0.555333333,-3.206,1.042,-0.102,-0.755333333
NV0464SW,CA75,36970,36977,36973.5,14.85692,-21.857636,2.578111324,-4.5893195,0.254558441,424.7,0.46,0.46,0.46,0.46,-0.13,0.578,-0.375,0.024333333,-2.194,-1.058,-3.567,-2.273
NV1392SW,CA75,36998,37005,37001.5,12.961684,-85.787676,1.21268813,-12.34367,0.065053824,3490.1,-0.18,-0.18,-0.18,-0.18,-0.205,-0.119,-0.763,-0.362333333,-0.403,0.874,0.427,0.299333333
NV4049SW,CA75,37075,37082,37078.5,5.75238,-23.057968,1.714026838,-3.6012935,0,574.9,-0.27,-0.27,-0.27,-0.27,0.157,-1.169,-1.733,-0.915,0.198,-0.56,0.633,0.090333333
NV7831SW,CA75,37187,37194,37190.5,-1.003288,-108.5498,2.360322436,-13.443314,0.154856385,444.6,-0.38,-0.38,-0.38,-0.38,-0.75,0.416,-0.603,-0.312333333,0.553,1.157,0.613,0.774333333
NV8197SW,CA75,37194,37201,37197.5,11.153284,-100.055952,0.98641396,-13.9011545,0.012020815,2125.5,-0.38,0.64,0.64,0.3,0.416,0.104,0.266,0.262,1.157,1.351,2.728,1.745333333
NV8363SW,CA75,37201,37208,37204.5,13.106124,-48.189196,0.829436254,-7.661915,0.098287843,619.2,0.64,0.64,0.64,0.64,0.104,0.602,0.194,0.3,1.351,0.575,1.735,1.220333333
NV8924SW,CA75,37215,37222,37218.5,12.877368,-65.193724,0.183847763,-9.7588865,0.009899495,6965.9,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9198SW,CA75,37222,37229,37225.5,16.283104,-72.519852,1.619981636,-11.1003695,0.01767767,8020,0.64,-1.06,0.64,0.073333333,-0.193,-0.984,-0.363,-0.513333333,-0.691,-0.345,-0.108,-0.381333333
NV9418SW,CA75,37229,37236,37232.5,16.890932,-69.456428,0.700035713,-10.79342,0.234052345,635.6,-1.06,-1.06,-1.06,-1.06,-0.984,-0.027,0.042,-0.323,-0.345,-0.786,-1.64,-0.923666667
NV9692SW,CA75,37236,37243,37239.5,13.140324,-94.670764,0.160513239,-13.476386,0.045254834,1567.6,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,-0.317,-0.018666667,-0.786,-1.766,-0.851,-1.134333333
NV9998SW,CA75,37243,37251,37247,16.933344,-82.030984,1.487045561,-12.370541,0.065053824,2925.9,-1.06,-1.06,-1.06,-1.06,0.288,1.287,0.589,0.721333333,-1.766,-1.644,-0.097,-1.169
NW0124SW,CA75,37251,37258,37254.5,7.899272,-113.545748,1.246629255,-15.1806275,0.10323759,7554.3,-1.06,0.2,-1.06,-0.64,1.287,1.152,0.719,1.052666667,-1.644,0.038,-3.035,-1.547
NW0371SW,CA75,37258,37264,37261,14.678092,-74.811108,0.905803787,-11.18615,0.072124892,1726.2,0.2,0.2,0.2,0.2,1.152,1.223,1.576,1.317,0.038,2.367,-0.228,0.725666667
NW1145SW,CA75,37278,37285,37281.5,8.836792,-124.704312,1.045103823,-16.692638,0.114551299,2366.4,0.2,0.2,0.2,0.2,-1.65,-1.024,-1.52,-1.398,0.935,1.778,1.245,1.319333333
NW1386SW,CA75,37285,37292,37288.5,15.864344,-70.532624,1.668772004,-10.799621,0.10323759,422.4,0.2,0.64,0.64,0.493333333,-1.024,0.11,-0.216,-0.376666667,1.778,0.787,1.856,1.473666667
NW2091SW,CA75,37299,37306,37302.5,23.103168,-100.847056,0.777110353,-15.493778,0.086974134,2284,0.64,0.64,0.64,0.64,0.525,-0.001,0.874,0.466,1.417,2.158,2.852,2.142333333
NW2774SW,CA75,37320,37327,37323.5,12.169844,-73.0448,0.776403246,-10.6518305,0.090509668,6032.9,-0.81,-0.81,-0.81,-0.81,-0.725,0.062,-0.462,-0.375,2.993,1.475,2.187,2.218333333
NW3041SW,CA75,37327,37334,37330.5,14.834796,-86.998528,0.994192134,-12.7291655,0.033234019,1181.6,-0.81,-0.81,-0.81,-0.81,0.062,-0.459,-0.863,-0.42,1.475,0.054,-0.657,0.290666667
NW3285SW,CA75,37334,37341,37337.5,13.947672,-65.099044,0.145663997,-9.8808395,0.032526912,2213.6,-0.81,-0.81,-0.81,-0.81,-0.459,-0.47,-0.348,-0.425666667,0.054,1.303,-1.811,-0.151333333
NW4141SW,CA75,37362,37369,37365.5,17.77198,-44.920632,0.066468037,-7.8365765,0.018384776,802.3,-0.48,-0.48,-0.48,-0.48,-0.677,-1.701,-0.56,-0.979333333,0.583,3.253,0.916,1.584
NW4388SW,CA75,37369.50694,37376,37372.75347,15.803387,-42.3435954,1.12442074,-7.2683728,0.347051869,1252.5,-0.48,-0.48,-0.48,-0.48,-1.701,-1.605,-1.614,-1.64,3.253,0.401,2.813,2.155666667
NW4637SW,CA75,37376,37383,37379.5,11.977112,-60.496544,0.094045202,-9.059207,0.077781746,734.9,-0.48,-1.54,-1.54,-1.186666667,-1.605,-1.863,-2.403,-1.957,0.401,1.637,0.754,0.930666667
NW5097SW,CA75,37390,37397,37393.5,14.960604,-54.867292,0.907925107,-8.728487,0.013435029,3207.2,-1.54,-1.54,-1.54,-1.54,-0.207,1.092,-0.249,0.212,0.624,0.023,0.176,0.274333333
NX0364SW,CA75,37530,37537,37533.5,-31.52568,-14.167516,1.160362228,2.1697705,0.289206674,662.5,-0.79,-0.79,-0.79,-0.79,-1.136,-1.426,-3.422,-1.994666667,0.262,0.67,0.435,0.455666667
NX1525SW,CA75,37565,37572,37568.5,12.905124,-59.560264,0.608818939,-9.0581735,0.251730014,14045.3,-0.6,-0.6,-0.6,-0.6,1.295,0.255,0.432,0.660666667,-1.043,-1.417,-2.332,-1.597333333
NX3021SW,CA75,37600,37607,37603.5,18.8684747,-55.5582101,2.981869296,-9.3033356,0.243244733,6724.8,-1.3,-1.3,-1.3,-1.3,1.247,0.629,1.92,1.265333333,-0.372,-1.062,-1.433,-0.955666667
NX3040SW,CA75,37607,37613,37610,21.1445899,-60.0678997,1.166019082,-10.1515612,0.049497475,651.5,-1.3,-1.3,-1.3,-1.3,0.629,0.953,0.296,0.626,-1.062,-1.577,-1.99,-1.543
NX3347SW,CA75,37613,37621,37617,17.0712635,-82.4480757,1.045103823,-12.4399174,0.060104076,3187.2,-1.3,-1.3,-1.3,-1.3,0.953,0.555,0.388,0.632,-1.577,-2.567,-1.48,-1.874666667
NX5475SW,CA75,37662,37671,37666.5,10.5117925,-141.3916539,1.66523647,-18.9879308,0.125865007,6327.8,-0.9,-0.9,-0.9,-0.9,0.257,0.715,0.518,0.496666667,1.26,-0.707,-0.392,0.053666667
